"ACCOUNTNUMBER","CUSTOMERID","LOCATIONID","ACTIVECODE","STATUSCODE","ADDRESSSEQ","PENALTYCODE","TAXCODE","TAXTYPE","ARCODE","BANKCODE","OPENDATE","TERMINATEDDATE","DWELLINGUNITS","STOPSHUTOFF","STOPPENALTY","DUEDATE","SICCODE","BUNCHCODE","SHUTOFFDATE","PIN","DEFERREDDUEDATE","LASTNOTICECODE","LASTNOTICEDATE","CASHONLY","NEMLASTTRUEUPDATE","NEMNEXTTRUEUPDATE","ENGINEERNUM","SERVICEADDRESS3","UPDATEDATE"
"200317164","1023086","5000118024",2,0,1,53,0,0,8,8,"2018-04-06","2022-08-15",1,0,0,"2022-09-19","","","","","",0,"","","","","","","2025-05-09"
"200317205","1023090","5000118026",2,0,1,53,0,0,8,8,"2018-04-09","2024-08-20",1,0,0,"2024-09-16","","","","","",0,"","","","","","","2025-05-09"
"200317502","1023108","5000118028",2,0,1,53,0,0,8,8,"2018-06-27","2024-04-29",1,0,0,"2024-05-28","","","","","",0,"","","","","","","2025-05-09"
"200317510","1023109.0","7000077563",0,0,1,53,0,0,8,8,"2018-07-05","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200317536","1023111.0","7000077564",0,0,1,53,0,0,8,8,"2018-06-30","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200317544","1023112","5000118034",2,0,1,53,0,0,8,8,"2018-07-05","2022-03-21",1,0,0,"2022-04-18","","","","","",0,"","","","","","","2025-05-09"
"200317552","1023113","5000118036",2,0,1,53,0,0,8,8,"2018-06-21","2022-03-21",1,0,0,"2022-04-18","","","","","",0,"","","","","","","2025-05-09"
"200317693","1023122.0","7000065611",0,0,1,53,0,0,8,8,"2018-03-30","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200317700","1023123","5000095441",2,0,1,53,0,0,8,8,"2018-03-30","2022-10-24",1,0,0,"2022-11-21","","","","","",0,"","","","","","","2025-05-09"
"200319243","1023220.0","7000066422",0,0,1,53,0,0,8,8,"2018-04-03","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200319285","1023224","5000101403",2,0,1,55,0,1,8,8,"2018-04-03","2022-12-15",1,0,0,"2023-01-13","","","","","",0,"","","","","","","2025-05-09"
"200319334","1023225.0","7000076796",0,0,1,55,0,1,8,8,"2018-04-05","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200319326","1023226","5000096761",2,0,1,53,0,0,8,8,"2018-03-23","2021-06-08",1,0,0,"2021-07-06","","","","","",0,"","","","","","","2025-05-09"
"200319342","1023227","5000096900",2,0,1,53,0,0,8,8,"2018-04-04","2023-11-10",1,0,0,"2023-12-08","","","","","",0,"","","","","","","2025-05-09"
"200319582","1023247.0","7000077578",0,0,1,53,0,0,8,8,"2018-08-27","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200319607","1023249.0","7000077580",0,0,1,55,0,1,8,8,"2018-04-19","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200319615","1023250.0","7000077581",0,0,1,53,0,0,8,8,"2018-04-19","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200319897","1023265.0","7000063868",0,0,1,55,0,1,8,8,"2018-04-03","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200320464","1023308","5000095826",2,0,1,55,0,1,8,8,"2018-04-04","2019-01-15",1,0,0,"2024-11-26","","","","","",0,"","","","","","","2025-05-09"
"200321024","1023348.0","7000076799",0,0,1,55,0,1,8,8,"2018-04-11","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200321248","1023364","5000118088",2,0,1,53,0,0,8,8,"2018-09-10","2022-02-21",1,0,0,"2022-04-18","","","","","",0,"","","","","","","2025-05-09"
"200321264","1023365","5000118090",2,0,1,53,0,0,8,8,"2018-05-09","2022-09-15",1,0,0,"2022-10-14","","","","","",0,"","","","","","","2025-05-09"
"200321272","1023367.0","7000077608",0,0,1,53,0,0,8,8,"2018-05-10","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200321321","1023371.0","7000077610",0,0,1,53,0,0,8,8,"2018-08-18","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200321339","1023372.0","7000077611",0,0,1,53,0,0,8,8,"2018-07-14","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200321420","1023376.0","7000077615",0,0,1,53,0,0,8,8,"2018-10-22","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200321438","1023377.0","7000077616",0,0,1,53,0,0,8,8,"2018-10-30","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200323715","1023525","5000098867",2,0,1,55,0,1,8,8,"2018-04-06","2021-06-01",1,0,0,"2021-07-12","","","","","",0,"","","","","","","2025-05-09"
"200323749","1023528","5000101223",2,0,1,53,0,0,8,8,"2018-04-21","2023-07-26",1,0,0,"2023-08-21","","","","","",0,"","","","","","","2025-05-09"
"200323765","1023530.0","7000067611",0,0,1,55,0,1,8,8,"2018-04-24","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200323773","1023534.0","7000062786",0,0,1,55,0,1,8,8,"2018-04-24","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200323939","1023547.0","7000067186",0,0,1,53,0,0,8,8,"2018-04-24","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"200324036","1023556","5000096268",2,0,1,53,0,0,8,8,"2018-04-24","2021-07-20",1,0,0,"2021-08-16","","","","","",0,"","","","","","","2025-05-09"
"200324763","1023607","5000118178",2,0,1,53,0,0,8,8,"2018-05-12","2022-10-13",1,0,0,"2022-11-14","","","","","",0,"","","","","","","2025-05-09"
"200324812","1023612","5000118182",2,0,1,53,0,0,8,8,"2018-05-12","2022-10-13",1,0,0,"2022-11-14","","","","","",0,"","","","","","","2025-05-09"
"200324820","1023613.0","7000077684",0,0,1,53,0,0,8,8,"2018-05-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200324846","1023615.0","7000077685",0,0,1,53,0,0,8,8,"2018-07-31","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200324854","1023616.0","7000077686",0,0,1,53,0,0,8,8,"2018-07-28","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200324862","1023617.0","7000077687",0,0,1,53,0,0,8,8,"2018-08-30","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200324911","1023621.0","7000077688",0,0,1,53,0,0,8,8,"2018-10-18","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200324929","1023622.0","7000077689",0,0,1,53,0,0,8,8,"2018-10-05","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200324937","1023623.0","7000077690",0,0,1,53,0,0,8,8,"2018-10-05","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200324979","1023627","5000118198",2,0,1,53,0,0,8,8,"2018-09-19","2021-07-08",1,0,0,"2021-08-03","","","","","",0,"","","","","","","2025-05-09"
"200325000","1023628.0","7000077692",0,0,1,53,0,0,8,8,"2018-07-20","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200325018","1023629.0","7000077693",0,0,1,53,0,0,8,8,"2018-08-18","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200325042","1023631.0","7000077694",0,0,1,53,0,0,8,8,"2018-09-19","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200325076","1023633.0","7000077695",0,0,1,53,0,0,8,8,"2018-09-19","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200325109","1023636","5000118208",2,0,1,53,0,0,8,8,"2018-09-19","2023-09-05",1,0,0,"2023-10-02","","","","","",0,"","","","","","","2025-05-09"
"200325232","1023643.0","7000077698",0,0,1,53,0,0,8,8,"2018-09-08","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200325240","1023644","5000118213",2,0,1,53,0,0,8,8,"2018-09-26","2022-10-25",1,0,0,"2022-11-21","","","","","",0,"","","","","","","2025-05-09"
"200325258","1023645","5000118215",2,0,1,53,0,0,8,8,"2018-08-25","2024-08-05",1,0,0,"2024-09-03","","","","","",0,"","","","","","","2025-05-09"
"200325274","1023647.0","7000077701",0,0,1,53,0,0,8,8,"2018-09-17","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200325282","1023648.0","7000077702",0,0,1,53,0,0,8,8,"2018-10-05","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200325315","1023651.0","7000077704",0,0,1,53,0,0,8,8,"2018-07-20","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200325844","1023698","5000117148",2,0,1,55,0,1,8,8,"2018-04-07","2023-08-21",1,0,0,"2023-09-15","","","","","",0,"","","","","","","2025-05-09"
"200325860","1023702","5000116386",2,0,1,53,0,0,8,8,"2018-04-30","2022-06-17",1,0,0,"2022-07-15","","","","","",0,"","","","","","","2025-05-09"
"200325878","1023703.0","7000062758",0,0,1,53,0,0,8,8,"2018-04-28","",1,0,0,"2025-03-07","","","","","",0,"","","","","","","2025-05-09"
"200325894","1023704","5000094207",2,0,1,53,0,0,8,8,"2018-04-28","2023-08-09",1,0,0,"2023-09-05","","","","","",0,"","","","","","","2025-05-09"
"200327791","1023841.0","7000062373",0,0,1,55,0,1,8,8,"2018-04-27","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200327866","1023846","5000096256",2,0,1,53,0,0,8,8,"2018-05-01","2021-12-02",1,0,0,"2021-12-28","","","","","",0,"","","","","","","2025-05-09"
"200328294","1023882","5000117262",2,0,1,53,0,0,8,8,"2018-05-04","2023-11-13",1,0,0,"2023-12-11","","","","","",0,"","","","","","","2025-05-09"
"200328319","1023884.0","7000066034",0,0,1,53,0,0,8,8,"2018-04-19","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"200328327","1023885","5000118270",2,0,1,53,0,0,8,8,"2018-06-12","2024-06-10",1,0,0,"2024-07-08","","","","","",0,"","","","","","","2025-05-09"
"200328517","1023900.0","7000077744",0,0,1,53,0,0,8,8,"2018-07-28","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200328525","1023901.0","7000077745",0,0,1,53,0,0,8,8,"2018-08-25","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200328541","1023902.0","7000077746",0,0,1,53,0,0,8,8,"2018-07-14","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200328559","1023903.0","7000077747",0,0,1,53,0,0,8,8,"2018-09-07","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200328632","1023909.0","7000077579",0,0,1,53,0,0,8,8,"2018-05-08","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"200328707","1023912.0","7000067075",0,0,1,53,0,0,8,8,"2018-05-09","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200328848","1023915","5000098855",2,0,1,55,0,1,8,8,"2018-05-09","2021-06-01",1,0,0,"2021-07-12","","","","","",0,"","","","","","","2025-05-09"
"200328864","1023918.0","7000077750",2,0,1,55,0,1,8,8,"2018-07-13","2018-11-27",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200328872","1023919.0","7000077751",0,0,1,53,0,0,8,8,"2018-07-18","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"200328880","1023920.0","7000077752",0,0,1,55,0,1,8,8,"2018-06-29","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"200328913","1023921.0","7000077753",0,0,1,53,0,0,8,8,"2018-09-04","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200328939","1023923.0","7000077754",0,0,1,53,0,0,8,8,"2018-10-05","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200328989","1023926","5000103038",2,0,1,55,0,1,8,8,"2018-04-20","2022-08-31",1,0,0,"2022-09-26","","","","","",0,"","","","","","","2025-05-09"
"200329797","1023992.0","7000067425",0,0,1,53,0,0,8,8,"2018-05-12","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"200330257","1024028.0","7000065857",0,0,1,53,0,0,8,8,"2018-05-15","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200330405","1024038","5000115989",2,0,1,53,0,0,8,8,"2018-05-03","2024-08-28",1,0,0,"2024-09-23","","","","","",0,"","","","","","","2025-05-09"
"200330851","1024074.0","7000062370",0,0,1,55,0,1,8,8,"2018-05-16","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200330918","1024075.0","7000065515",0,0,1,53,0,0,8,8,"2018-05-15","",1,0,0,"2025-02-18","","","","","",0,"","","","","","","2025-05-09"
"200330926","1024076","5000097132",2,0,1,53,0,0,8,8,"2018-05-11","2021-01-15",1,0,0,"2021-02-09","","","","","",0,"","","","","","","2025-05-09"
"200332055","1024154.0","7000077820",0,0,1,53,0,0,8,8,"2018-09-28","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200332245","1024168.0","7000061469",0,0,1,53,0,0,8,8,"2018-04-27","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"200332427","1024176.0","7000077959",0,0,1,55,0,1,8,8,"2018-07-25","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200332443","1024178.0","7000077822",0,0,1,53,0,0,8,8,"2018-10-05","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200332451","1024179","5000118379",2,0,1,53,0,0,8,8,"2018-09-26","2021-08-27",1,0,0,"2021-09-21","","","","","",0,"","","","","","","2025-05-09"
"200332469","1024180.0","7000077824",0,0,1,53,0,0,8,8,"2018-08-18","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200332477","1024181.0","7000077825",0,0,1,53,0,0,8,8,"2018-10-26","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200332493","1024183","5000118385",2,0,1,53,0,0,8,8,"2018-07-12","2022-12-29",1,0,0,"2023-01-30","","","","","",0,"","","","","","","2025-05-09"
"200332500","1024184","5000118387",2,0,1,53,0,0,8,8,"2018-08-09","2021-01-15",1,0,0,"2021-02-09","","","","","",0,"","","","","","","2025-05-09"
"200332526","1024186.0","7000077828",2,0,1,53,0,0,8,8,"2018-06-05","2018-09-14",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200332683","1024199.0","7000077829",0,0,1,55,0,1,8,8,"2018-08-17","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200333277","1024237.0","7000061660",0,0,1,53,0,0,8,8,"2018-05-12","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200333920","1024287.0","7000065917",0,0,1,53,0,0,8,8,"2018-05-15","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200334077","1024295.0","7000077849",0,0,1,53,0,0,8,8,"2018-07-09","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"200334093","1024297","5000118419",2,0,1,53,0,0,8,8,"2018-07-10","2023-01-23",1,0,0,"2023-02-20","","","","","",0,"","","","","","","2025-05-09"
"200334382","1024314.0","7000066452",0,0,1,53,0,0,8,8,"2018-05-22","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200334978","1024352.0","7000077866",0,0,1,53,0,0,8,8,"2018-07-13","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200334994","1024354.0","7000077867",0,0,1,53,0,0,8,8,"2018-10-05","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200335017","1024358.0","7000077868",0,0,1,53,0,0,8,8,"2018-08-18","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200335033","1024362.0","7000077869",0,0,1,55,0,1,8,8,"2018-08-30","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200335116","1024369.0","7000063722",0,0,1,53,0,0,8,8,"2018-05-24","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200335132","1024370.0","7000077870",0,0,1,55,0,1,8,8,"2018-08-30","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200335356","1024384.0","7000067698",0,0,1,53,0,0,8,8,"2018-05-26","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"200335752","1024413","5000091692",2,0,1,53,0,0,8,8,"2018-04-10","2024-11-13",1,0,0,"2024-12-09","","","","","",0,"","","","","","","2025-05-09"
"200335786","1024414.0","7000076948",0,0,1,53,0,0,8,8,"2018-05-23","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200335885","1024419.0","7000065758",0,0,1,53,0,0,8,8,"2018-06-02","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"200335893","1024420","5000091996",2,0,1,53,0,0,8,8,"2018-05-31","2022-06-23",1,0,0,"2022-07-19","","","","","",0,"","","","","","","2025-05-09"
"200335900","1024421.0","7000077076",0,0,1,53,0,0,8,8,"2018-06-02","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"200336247","1024448","5000097313",2,0,1,55,0,1,8,8,"2018-05-25","2022-03-08",1,0,0,"2022-05-20","","","","","",0,"","","","","","","2025-05-09"
"200336320","1024455.0","7000066980",0,0,1,53,0,0,8,8,"2018-05-01","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"200337005","1024505.0","7000064967",0,0,1,53,0,0,8,8,"2018-06-06","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200337253","1024517.0","7000066844",0,0,1,53,0,0,8,8,"2018-05-19","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"200337295","1024519.0","7000064383",0,0,1,53,0,0,8,8,"2018-06-12","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"200338425","1024586.0","7000077912",0,0,1,53,0,0,8,8,"2018-07-23","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200338491","1024593","5000118498",2,0,1,53,0,0,8,8,"2018-11-28","2021-09-30",1,0,0,"2021-10-29","","","","","",0,"","","","","","","2025-05-09"
"200338508","1024595.0","7000077918",0,0,1,53,0,0,8,8,"2018-07-13","",1,0,0,"2025-02-18","","","","","",0,"","","","","","","2025-05-09"
"200338524","1024597.0","7000077919",0,0,1,53,0,0,8,8,"2018-07-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200338532","1024598.0","7000065237",0,0,1,55,0,1,8,8,"2018-06-01","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200338623","1024602.0","7000077920",0,0,1,53,0,0,8,8,"2018-07-17","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200338649","1024603.0","7000077921",0,0,1,53,0,0,8,8,"2018-08-01","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200338665","1024606.0","7000077922",0,0,1,53,0,0,8,8,"2018-10-16","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200338706","1024608.0","7000077923",0,0,1,53,0,0,8,8,"2018-09-28","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200338920","1024624.0","7000077929",0,0,1,55,0,1,8,8,"2018-08-10","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200339069","1024634.0","7000066046",0,0,1,53,0,0,8,8,"2018-06-09","",1,0,0,"2025-03-07","","","","","",0,"","","","","","","2025-05-09"
"200339085","1024638.0","7000077931",0,0,1,53,0,0,8,8,"2018-10-12","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"200339572","1024680.0","7000064360",0,0,1,53,0,0,8,8,"2018-06-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200339621","1024684.0","7000064366",0,0,1,53,0,0,8,8,"2018-06-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200359661","1024733.0","7000062366",0,0,1,53,0,0,8,8,"2018-06-15","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"200340587","1024736.0","7000062003",0,0,1,53,0,0,8,8,"2018-06-16","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200340644","1024741.0","7000077956",0,0,1,53,0,0,8,8,"2018-11-01","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200340678","1024742","5000118553",2,0,1,53,0,0,8,8,"2018-06-26","2022-03-04",1,0,0,"2022-04-01","","","","","",0,"","","","","","","2025-05-09"
"200340686","1024743.0","7000061656",0,0,1,53,0,0,8,8,"2018-06-02","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"200340694","1024744","5000101333",2,0,1,53,0,0,8,8,"2018-06-16","2022-02-03",1,0,0,"2022-03-07","","","","","",0,"","","","","","","2025-05-09"
"200340701","1024745","5000116085",2,0,1,53,0,0,8,8,"2018-06-14","2022-01-28",1,0,0,"2022-02-25","","","","","",0,"","","","","","","2025-05-09"
"200340743","1024747","5000118555",2,0,1,53,0,0,8,8,"2018-06-23","2022-03-04",1,0,0,"2022-04-01","","","","","",0,"","","","","","","2025-05-09"
"200340892","1024757","5000118558",2,0,1,53,0,0,8,8,"2018-06-26","2022-03-04",1,0,0,"2022-04-01","","","","","",0,"","","","","","","2025-05-09"
"200340917","1024759","5000118560",2,0,1,53,0,0,8,8,"2018-06-23","2022-03-04",1,0,0,"2022-04-01","","","","","",0,"","","","","","","2025-05-09"
"200341353","1024784","5000101513",2,0,1,53,0,0,8,8,"2018-06-01","2018-07-06",1,0,0,"2023-06-19","","","","","",0,"","","","","","","2025-05-09"
"200342046","1024837.0","7000067637",0,0,1,53,0,0,8,8,"2018-06-16","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200342096","1024840.0","7000065899",0,0,1,55,0,1,8,8,"2018-06-16","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200342278","1024852.0","7000065588",0,0,1,53,0,0,8,8,"2018-06-07","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200342294","1024855","5000104025",2,0,1,55,0,1,8,8,"2018-06-16","2023-08-21",1,0,0,"2023-09-15","","","","","",0,"","","","","","","2025-05-09"
"200342377","1024860.0","7000077970",0,0,1,53,0,0,8,8,"2018-07-18","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200342385","1024861.0","7000077971",0,0,1,53,0,0,8,8,"2018-07-13","",1,0,0,"2025-02-18","","","","","",0,"","","","","","","2025-05-09"
"200342418","1024865","5000118577",2,0,1,55,0,1,8,8,"2018-07-17","2023-06-29",1,0,0,"2023-08-07","","","","","",0,"","","","","","","2025-05-09"
"200342442","1024867.0","7000076693",0,0,1,55,0,1,8,8,"2018-05-17","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200342830","1024898","5000097600",2,0,1,53,0,0,8,8,"2018-06-21","2021-01-19",1,0,0,"2021-03-15","","","","","",0,"","","","","","","2025-05-09"
"200343672","1024970.0","7000064868",0,0,1,53,0,0,8,8,"2018-06-16","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200343862","1024983.0","7000078007",0,0,1,53,0,0,8,8,"2018-07-13","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200343896","1024989.0","7000078008",0,0,1,53,0,0,8,8,"2018-07-18","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200343903","1024990","5000118624",2,0,1,55,0,1,8,8,"2018-08-14","2022-12-21",1,0,0,"2023-01-16","","","","","",0,"","","","","","","2025-05-09"
"200343929","1024993.0","7000078010",0,0,1,53,0,0,8,8,"2018-10-01","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200344042","1025000.0","7000078017",0,0,1,53,0,0,8,8,"2018-10-31","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200344076","1025003.0","7000078019",0,0,1,53,0,0,8,8,"2018-10-05","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200344688","1025055.0","7000078023",0,0,1,53,0,0,8,8,"2018-07-18","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"200344810","1025063.0","7000067583",0,0,1,53,0,0,8,8,"2018-06-27","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200344852","1025065","5000091825",2,0,1,53,0,0,8,8,"2018-06-22","2025-01-17",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200344878","1025066.0","7000061551",0,0,1,55,0,1,8,8,"2018-06-22","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"200345090","1025076.0","7000061612",0,0,1,53,0,0,8,8,"2018-06-23","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200345298","1025088.0","7000076006",0,0,1,53,0,0,8,8,"2018-06-28","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200345503","1025099.0","7000066952",0,0,1,53,0,0,8,8,"2018-06-26","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"200345644","1025109","5000095237",2,0,1,53,0,0,8,8,"2018-06-29","2024-05-01",1,0,0,"2024-06-10","","","","","",0,"","","","","","","2025-05-09"
"200345686","1025114.0","7000066063",0,0,1,53,0,0,8,8,"2018-06-29","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"200345701","1025115","5000095994",2,0,1,55,0,1,8,8,"2018-06-29","2021-02-01",1,0,0,"2021-03-01","","","","","",0,"","","","","","","2025-05-09"
"200345719","1025117.0","7000066487",0,0,1,55,0,1,8,8,"2018-06-29","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"200345769","1025119","5000092313",2,0,1,53,0,0,8,8,"2018-06-14","2024-05-01",1,0,0,"2024-06-10","","","","","",0,"","","","","","","2025-05-09"
"200346139","1025144.0","7000063120",0,0,1,53,0,0,8,8,"2018-06-29","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"200346593","1025181","5000099020",2,0,1,53,0,0,8,8,"2018-06-26","2022-10-03",1,0,0,"2022-10-31","","","","","",0,"","","","","","","2025-05-09"
"200346717","1025193.0","7000067173",0,0,1,53,0,0,8,8,"2018-07-03","",1,0,0,"2025-02-18","","","","","",0,"","","","","","","2025-05-09"
"200346725","1025195.0","7000063056",0,0,1,55,0,1,8,8,"2018-07-03","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"200347806","1025267","5000098859",2,0,1,53,0,0,8,8,"2018-07-07","2022-05-31",1,0,0,"2022-09-26","","","","","",0,"","","","","","","2025-05-09"
"200348896","1025340.0","7000065474",0,0,1,53,0,0,8,8,"2018-07-07","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
